Date,Confirmed,Deaths,Recovered,Active,New Cases,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,No. of Countries
2021-06-03,172224471,3705024,109701213,58818234,489409,2.15,63.7,3.38,193
2021-06-04,172643866,3715984,110226715,58701167,419395,2.15,63.85,3.37,193
2021-06-05,173042703,3725168,110704845,58612690,398837,2.15,63.98,3.36,193
2021-06-06,173365844,3732401,111146371,58487072,323141,2.15,64.11,3.36,193
2021-06-07,173686530,3740454,111568368,58377708,320686,2.15,64.24,3.35,193
2021-06-08,174053342,3750834,111983104,58319404,366812,2.15,64.34,3.35,193
2021-06-09,174473126,3761303,112435799,58276024,419784,2.16,64.44,3.35,193
2021-06-10,174922831,3777313,112849488,58296030,449705,2.16,64.51,3.35,193
2021-06-11,175343659,3789234,113225020,58329405,420828,2.16,64.57,3.35,193
2021-06-12,175716302,3799018,113563994,58353290,372643,2.16,64.63,3.35,193
2021-06-13,176019849,3808295,113993655,58217899,303547,2.16,64.76,3.34,193
2021-06-14,176327422,3816157,114340429,58170836,307573,2.16,64.85,3.34,193
2021-06-15,176698639,3826731,114800574,58071334,371217,2.17,64.97,3.33,193
2021-06-16,177097297,3837057,115149801,58110439,398658,2.17,65.02,3.33,193
2021-06-17,177489790,3846325,115530279,58113186,392493,2.17,65.09,3.33,193
2021-06-18,177896496,3855540,115849842,58191114,406706,2.17,65.12,3.33,193
2021-06-19,178245852,3863714,116181692,58200446,349356,2.17,65.18,3.33,194
2021-06-20,178548159,3870459,116446786,58230914,302307,2.17,65.22,3.32,194
2021-06-21,178841964,3877323,116804004,58160637,293805,2.17,65.31,3.32,194
2021-06-22,179213662,3886298,117107408,58219956,371698,2.17,65.35,3.32,194
2021-06-23,179651317,3895813,117507151,58248353,437655,2.17,65.41,3.32,194
2021-06-24,180056321,3904435,117796862,58355024,405004,2.17,65.42,3.31,194
2021-06-25,180478174,3913641,118125509,58439024,421853,2.17,65.45,3.31,194
2021-06-26,180844163,3921186,118420068,58502909,365989,2.17,65.48,3.31,194
2021-06-27,181155539,3927289,118678807,58549443,311376,2.17,65.51,3.31,194
2021-06-28,181484011,3933785,119006263,58543963,328472,2.17,65.57,3.31,194
2021-06-29,181863581,3941894,119299679,58622008,379570,2.17,65.6,3.3,194
2021-06-30,182260584,3951072,119580620,58728892,397026,2.17,65.61,3.3,194
2021-07-01,182701231,3959763,120008476,58732992,440647,2.17,65.69,3.3,194
2021-07-02,183142589,3968082,120299518,58874989,441358,2.17,65.69,3.3,194
2021-07-03,183519248,3974986,120569293,58974969,376659,2.17,65.7,3.3,194
2021-07-04,183847685,3981657,120868181,58997847,328437,2.17,65.74,3.29,194
2021-07-05,184217262,3988871,121235174,58993217,369577,2.17,65.81,3.29,194
2021-07-06,184670382,3997444,121563017,59109921,453120,2.16,65.83,3.29,194
2021-07-07,185134260,4006000,121831180,59297080,463878,2.16,65.81,3.29,194
2021-07-08,185614719,4014854,122123831,59476034,480459,2.16,65.79,3.29,194
2021-07-09,186122260,4023297,122462949,59636014,507541,2.16,65.8,3.29,194
2021-07-10,186549257,4029977,122907153,59612127,426997,2.16,65.88,3.28,194
2021-07-11,186919306,4037527,123197639,59684140,370049,2.16,65.91,3.28,194
2021-07-12,187356013,4045592,123499875,59810546,436707,2.16,65.92,3.28,194
2021-07-13,187876092,4053926,123783322,60038844,520079,2.16,65.89,3.28,194
2021-07-14,188417178,4062569,124113063,60241546,541086,2.16,65.87,3.27,194
2021-07-15,188989407,4071065,124394119,60524223,572229,2.15,65.82,3.27,194
2021-07-16,189587868,4079831,124784824,60723213,598461,2.15,65.82,3.27,194
2021-07-17,190061656,4086922,125065613,60909121,473788,2.15,65.8,3.27,194
2021-07-18,190491864,4093986,125382096,61015782,430208,2.15,65.82,3.27,194
2021-07-19,190987587,4101064,125688817,61197706,495723,2.15,65.81,3.26,194
2021-07-20,191518721,4121821,126008997,61387903,531134,2.15,65.79,3.27,194
2021-07-21,192077320,4130514,126315580,61631226,558599,2.15,65.76,3.27,194
2021-07-22,192641772,4139314,126671708,61830750,564452,2.15,65.76,3.27,194
2021-07-23,193332440,4147064,126918098,62267278,690668,2.15,65.65,3.27,194
2021-07-24,193804293,4156317,127435324,62212652,531229,2.14,65.75,3.26,194
2021-07-25,194248029,4163594,127762741,62321694,443736,2.14,65.77,3.26,194
2021-07-26,194788932,4171389,128063201,62554342,540903,2.14,65.74,3.26,194
2021-07-27,195398803,4181261,128409040,62808502,609871,2.14,65.72,3.26,194
2021-07-28,196042768,4191502,128745703,63105563,643965,2.14,65.67,3.26,194
2021-07-29,196695674,4202335,129094091,63399248,652906,2.14,65.63,3.26,194
2021-07-30,197426769,4211996,129401282,63813491,731095,2.13,65.54,3.25,194
2021-07-31,197935834,4220757,129705211,64009866,509065,2.13,65.53,3.25,194
2021-08-01,198415737,4228028,129994389,64193320,479903,2.13,65.52,3.25,194
2021-08-02,198994436,4236046,130277533,64480857,578699,2.13,65.47,3.25,194
2021-08-03,199631416,4246398,130582001,64803017,636980,2.13,65.41,3.25,194
2021-08-04,200306760,4256986,130899061,65150713,675344,2.13,65.35,3.25,194
2021-08-05,200995416,4267976,0,196727440,688656,2.12,0.0,inf,194
2021-08-06,201816553,4278557,0,197537996,821137,2.12,0.0,inf,194
2021-08-07,202366482,4287161,0,198079321,549929,2.12,0.0,inf,194
2021-08-08,202806348,4294627,0,198511721,439866,2.12,0.0,inf,194
2021-08-09,203462436,4303268,0,199159168,656088,2.12,0.0,inf,194
2021-08-10,204110789,4315240,0,199795549,648353,2.11,0.0,inf,194
2021-08-11,204838738,4325233,0,200513505,727949,2.11,0.0,inf,194
2021-08-12,205549117,4335895,0,201213222,710379,2.11,0.0,inf,194
2021-08-13,206354642,4346388,0,202008254,805525,2.11,0.0,inf,194
2021-08-14,206887833,4355075,0,202532758,533191,2.11,0.0,inf,194
2021-08-15,207351266,4362324,0,202988942,463433,2.1,0.0,inf,194
2021-08-16,208030616,4372158,0,203658458,679350,2.1,0.0,inf,194
2021-08-17,208712751,4382896,0,204329855,682135,2.1,0.0,inf,194
2021-08-18,209440893,4393738,0,205047155,728142,2.1,0.0,inf,194
2021-08-19,210156065,4405198,0,205750867,715172,2.1,0.0,inf,194
2021-08-20,210945893,4415680,0,206530213,789828,2.09,0.0,inf,194
2021-08-21,211485172,4424595,0,207060577,539279,2.09,0.0,inf,194
2021-08-22,211931141,4432258,0,207498883,445969,2.09,0.0,inf,195
2021-08-23,212636357,4442300,0,208194057,705216,2.09,0.0,inf,195
2021-08-24,213322762,4453376,0,208869386,686405,2.09,0.0,inf,195
2021-08-25,214053153,4464738,0,209588415,730391,2.09,0.0,inf,195
2021-08-26,214788717,4476401,0,210312316,735564,2.08,0.0,inf,195
2021-08-27,215533601,4486652,0,211046949,744884,2.08,0.0,inf,195
2021-08-28,216080053,4495095,0,211584958,546452,2.08,0.0,inf,195
2021-08-29,216526448,4501851,0,212024597,446395,2.08,0.0,inf,195
2021-08-30,217213683,4511374,0,212702309,687235,2.08,0.0,inf,195
2021-08-31,217832275,4520427,0,213311848,618592,2.08,0.0,inf,195
2021-09-01,218559166,4532922,0,214026244,726891,2.07,0.0,inf,195
2021-09-02,219236946,4544145,0,214692801,679487,2.07,0.0,inf,195
2021-09-03,219954091,4554810,0,215399281,717145,2.07,0.0,inf,195
2021-09-04,220442990,4562569,0,215880421,488899,2.07,0.0,inf,195
2021-09-05,220869838,4569071,0,216300767,427898,2.07,0.0,inf,195
2021-09-06,221307511,4577012,0,216730499,437686,2.07,0.0,inf,195
2021-09-07,222044446,4587494,0,217456952,736935,2.07,0.0,inf,195
2021-09-08,222675101,4597504,0,218077597,630655,2.06,0.0,inf,195
2021-09-09,223312221,4608249,0,218703972,637120,2.06,0.0,inf,195
2021-09-10,223945457,4617360,0,219328097,633236,2.06,0.0,inf,195
2021-09-11,224396922,4625672,0,219771250,451465,2.06,0.0,inf,195
2021-09-12,224761080,4631182,0,220129898,364158,2.06,0.0,inf,195
2021-09-13,225370947,4640233,0,220730714,609867,2.06,0.0,inf,195
2021-09-14,225920668,4650031,0,221270637,549721,2.06,0.0,inf,195
2021-09-15,226488898,4660408,0,221828490,569406,2.06,0.0,inf,195
2021-09-16,227063460,4670853,0,222392607,574562,2.06,0.0,inf,195
2021-09-17,227656661,4679471,0,222977190,593201,2.06,0.0,inf,195
2021-09-18,228189508,4686176,0,223503332,532847,2.05,0.0,inf,195
2021-09-19,228546881,4692196,0,223854685,357373,2.05,0.0,inf,195
2021-09-20,229088328,4700354,0,224387974,541447,2.05,0.0,inf,195
2021-09-21,229556489,4709325,0,224847164,468734,2.05,0.0,inf,195
2021-09-22,230093745,4719402,0,225374343,537256,2.05,0.0,inf,195
2021-09-23,230604728,4729076,0,225875652,510983,2.05,0.0,inf,195
2021-09-24,231152493,4737904,0,226414589,547765,2.05,0.0,inf,195
2021-09-25,231515976,4743196,0,226772780,363606,2.05,0.0,inf,195
